ACCIDENT DATE,ACCIDENT TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2019-08-19T00:00:00.000,11:00,,,,,,CONEY ISLAND AVENUE             ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4191128,Sedan,Sedan,,,
2019-08-28T00:00:00.000,22:45,QUEENS,11434,40.672382,-73.78574,"{'type': 'Point', 'coordinates': [-73.78574, 40.672382]}",ROCKAWAY BOULEVARD              ,BAISLEY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4196587,Sedan,,,,
2019-08-28T00:00:00.000,21:53,MANHATTAN,10019,40.763885,-73.98496,"{'type': 'Point', 'coordinates': [-73.98496, 40.763885]}",,,881       8 AVENUE                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4196406,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-08-09T00:00:00.000,8:14,BROOKLYN,11201,,,,ADAMS STREET                    ,TILLARY STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4189230,Tractor Truck Diesel,Box Truck,,,
2019-08-22T00:00:00.000,18:02,BRONX,10458,40.8617,-73.89139,"{'type': 'Point', 'coordinates': [-73.89139, 40.8617]}",EAST FORDHAM ROAD               ,WEBSTER AVENUE,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4193479,Sedan,Sedan,Sedan,,
2019-08-16T00:00:00.000,14:00,BROOKLYN,11238,40.683037,-73.96478,"{'type': 'Point', 'coordinates': [-73.96478, 40.683037]}",FULTON STREET                   ,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4190049,Motorcycle,Pick-up Truck,,,
2019-08-27T00:00:00.000,16:22,QUEENS,11372,40.749355,-73.88803,"{'type': 'Point', 'coordinates': [-73.88803, 40.749355]}",78 STREET                       ,37 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4196433,Sedan,,,,
2019-08-22T00:00:00.000,13:00,QUEENS,11365,40.738834,-73.80926,"{'type': 'Point', 'coordinates': [-73.80926, 40.738834]}",,,159-01    HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4193313,Sedan,,,,
2019-08-12T00:00:00.000,18:18,BROOKLYN,11230,40.6175,-73.96089,"{'type': 'Point', 'coordinates': [-73.96089, 40.6175]}",EAST 14 STREET                  ,ELM AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,,,,4190083,Taxi,Sedan,,,
2019-08-09T00:00:00.000,13:30,,,40.74315,-73.831924,"{'type': 'Point', 'coordinates': [-73.831924, 40.74315]}",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4186103,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-23T00:00:00.000,11:45,,,,,,PARK CIRCLE                     ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4193547,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-25T00:00:00.000,8:50,,,40.73515,-73.74348,"{'type': 'Point', 'coordinates': [-73.74348, 40.73515]}",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4194967,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-14T00:00:00.000,12:20,MANHATTAN,10007,40.7129,-74.00846,"{'type': 'Point', 'coordinates': [-74.00846, 40.7129]}",,,15        PARK PLACE                    ,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,4188974,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-03T00:00:00.000,15:05,,,40.61132,-74.114716,"{'type': 'Point', 'coordinates': [-74.114716, 40.61132]}",STATEN ISLAND EXPRESSWAY        ,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,4185195,Sedan,Sedan,,,
2019-08-14T00:00:00.000,23:00,,,40.636818,-74.15794,"{'type': 'Point', 'coordinates': [-74.15794, 40.636818]}",UNION AVENUE                    ,RICHMOND TERRACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4188761,Sedan,Pick-up Truck,,,
2019-08-29T00:00:00.000,20:45,,,40.666035,-73.7592,"{'type': 'Point', 'coordinates': [-73.7592, 40.666035]}",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4196784,Pick-up Truck,Sedan,,,
2019-08-20T00:00:00.000,15:47,MANHATTAN,10002,40.71463,-73.98226,"{'type': 'Point', 'coordinates': [-73.98226, 40.71463]}",,,509       GRAND STREET                  ,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4193047,Sedan,Bike,,,
2019-08-20T00:00:00.000,10:30,MANHATTAN,10038,40.707115,-74.00734,"{'type': 'Point', 'coordinates': [-74.00734, 40.707115]}",,,80        MAIDEN LANE                   ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4191805,Van,Sedan,,,
2019-08-07T00:00:00.000,11:00,,,,,,HARLEM RIVER DRIVE RAMP         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4185364,Bus,Pick-up Truck,,,
2019-08-18T00:00:00.000,12:01,,,40.78694,-73.77558,"{'type': 'Point', 'coordinates': [-73.77558, 40.78694]}",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Reaction to Uninvolved Vehicle,,,,4190514,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-10T00:00:00.000,5:15,BRONX,10474,40.81666,-73.888,"{'type': 'Point', 'coordinates': [-73.888, 40.81666]}",LAFAYETTE AVENUE                ,HUNTS POINT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4187295,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
2019-08-25T00:00:00.000,17:55,BRONX,10459,40.829456,-73.8947,"{'type': 'Point', 'coordinates': [-73.8947, 40.829456]}",,,1252      CHISHOLM STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4195066,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-11T00:00:00.000,17:20,QUEENS,11422,40.66563,-73.73921,"{'type': 'Point', 'coordinates': [-73.73921, 40.66563]}",BROOKVILLE BOULEVARD            ,SUNRISE HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4187131,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-27T00:00:00.000,22:33,BROOKLYN,11234,40.628166,-73.92787,"{'type': 'Point', 'coordinates': [-73.92787, 40.628166]}",UTICA AVENUE                    ,AVENUE J,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4196519,Sedan,,,,
2019-08-02T00:00:00.000,17:00,,,,,,QUEENSBORO BRIDGE UPPER ROADWAY ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4182548,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-08-18T00:00:00.000,17:00,,,40.809284,-73.92927,"{'type': 'Point', 'coordinates': [-73.92927, 40.809284]}",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,4191633,Taxi,,,,
2019-08-17T00:00:00.000,17:19,,,,,,HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,4190564,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
2019-08-14T00:00:00.000,16:00,BROOKLYN,11236,40.64305,-73.89722,"{'type': 'Point', 'coordinates': [-73.89722, 40.64305]}",AVENUE J                        ,EAST 99 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,,,4189458,Sedan,Sedan,Sedan,,
2019-08-03T00:00:00.000,18:15,BRONX,10473,40.809326,-73.85532,"{'type': 'Point', 'coordinates': [-73.85532, 40.809326]}",SOUND VIEW AVENUE               ,GILDERSLEEVE AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4182095,Sedan,Sedan,,,
2019-08-07T00:00:00.000,16:00,,,40.793217,-73.824005,"{'type': 'Point', 'coordinates': [-73.824005, 40.793217]}",WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,4184927,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-08T00:00:00.000,16:40,QUEENS,11417,40.682415,-73.83617,"{'type': 'Point', 'coordinates': [-73.83617, 40.682415]}",LIBERTY AVENUE                  ,105 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4185559,Sedan,Sedan,,,
2019-08-19T00:00:00.000,14:50,BRONX,10460,40.83606,-73.88856,"{'type': 'Point', 'coordinates': [-73.88856, 40.83606]}",,,1671      SOUTHERN BOULEVARD            ,3,0,0,0,0,0,3,0,Turning Improperly,Unspecified,,,,4191495,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-08-10T00:00:00.000,14:10,BRONX,10451,40.825573,-73.918465,"{'type': 'Point', 'coordinates': [-73.918465, 40.825573]}",EAST 161 STREET                 ,CONCOURSE VILLAGE EAST,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4191747,Sedan,,,,
2019-08-19T00:00:00.000,17:15,MANHATTAN,10010,40.74277,-73.9866,"{'type': 'Point', 'coordinates': [-73.9866, 40.74277]}",EAST 26 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4191310,Flat Rack,Sedan,,,
2019-08-27T00:00:00.000,14:50,,,40.745613,-73.9462,"{'type': 'Point', 'coordinates': [-73.9462, 40.745613]}",JACKSON AVENUE                  ,46 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4195723,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-09T00:00:00.000,16:00,,,40.815117,-73.95871,"{'type': 'Point', 'coordinates': [-73.95871, 40.815117]}",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4185951,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-15T00:00:00.000,10:45,,,40.77444,-73.92232,"{'type': 'Point', 'coordinates': [-73.92232, 40.77444]}",HOYT AVENUE NORTH               ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4189514,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2019-08-27T00:00:00.000,13:00,BROOKLYN,11232,40.650703,-74.00449,"{'type': 'Point', 'coordinates': [-74.00449, 40.650703]}",40 STREET                       ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4196239,Station Wagon/Sport Utility Vehicle,,,,
2019-08-28T00:00:00.000,11:10,,,40.750195,-73.939835,"{'type': 'Point', 'coordinates': [-73.939835, 40.750195]}",27 STREET                       ,QUEENS PLAZA SOUTH,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4196141,Station Wagon/Sport Utility Vehicle,Van Camper,,,
2019-08-04T00:00:00.000,14:00,MANHATTAN,10009,40.725796,-73.986626,"{'type': 'Point', 'coordinates': [-73.986626, 40.725796]}",1 AVENUE                        ,EAST 5 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,4183736,Bike,Bike,,,
2019-08-10T00:00:00.000,12:00,QUEENS,11104,40.740063,-73.925964,"{'type': 'Point', 'coordinates': [-73.925964, 40.740063]}",39 PLACE                        ,48 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4187481,Station Wagon/Sport Utility Vehicle,,,,
2019-08-26T00:00:00.000,12:50,,,40.846466,-73.94516,"{'type': 'Point', 'coordinates': [-73.94516, 40.846466]}",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4195945,Sedan,Sedan,,,
2019-08-05T00:00:00.000,13:33,MANHATTAN,10025,,,,,,21        west 106 street               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4187229,Sedan,Sedan,,,
2019-08-11T00:00:00.000,12:15,,,40.69907,-73.93548,"{'type': 'Point', 'coordinates': [-73.93548, 40.69907]}",BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4187230,Sedan,,,,
2019-08-02T00:00:00.000,12:39,BRONX,10454,40.80715,-73.90821,"{'type': 'Point', 'coordinates': [-73.90821, 40.80715]}",SOUTHERN BOULEVARD              ,EAST 142 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4182410,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-18T00:00:00.000,1:08,BROOKLYN,11221,40.688564,-73.93019,"{'type': 'Point', 'coordinates': [-73.93019, 40.688564]}",GATES AVENUE                    ,REID AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4191287,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-09T00:00:00.000,16:33,BRONX,10451,40.818558,-73.92732,"{'type': 'Point', 'coordinates': [-73.92732, 40.818558]}",EAST 149 STREET                 ,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4186668,Sedan,Sedan,,,
2019-08-17T00:00:00.000,15:23,,,,,,WEST TREMONT AVENUE             ,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4190167,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-07T00:00:00.000,13:50,BROOKLYN,11233,40.67909,-73.90829,"{'type': 'Point', 'coordinates': [-73.90829, 40.67909]}",STONE AVENUE                    ,SOMERS STREET,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,4184719,Pick-up Truck,,,,
2019-08-29T00:00:00.000,15:30,QUEENS,11368,40.749542,-73.86255,"{'type': 'Point', 'coordinates': [-73.86255, 40.749542]}",,,103-14    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4196803,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-16T00:00:00.000,10:04,,,40.72227,-73.9411,"{'type': 'Point', 'coordinates': [-73.9411, 40.72227]}",KINGSLAND AVENUE                ,MEEKER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4189599,Sedan,Sedan,,,
2019-08-07T00:00:00.000,19:30,,,40.750668,-73.85097,"{'type': 'Point', 'coordinates': [-73.85097, 40.750668]}",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4185046,Sedan,Sedan,,,
2019-08-29T00:00:00.000,20:30,QUEENS,11361,40.75776,-73.7834,"{'type': 'Point', 'coordinates': [-73.7834, 40.75776]}",NORTHERN BOULEVARD              ,FRANCIS LEWIS BOULEVARD,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4196755,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-17T00:00:00.000,20:00,,,,,,CITY ISLAND ROAD                ,PARK DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4193170,Station Wagon/Sport Utility Vehicle,,,,
2019-08-30T00:00:00.000,1:50,QUEENS,11106,40.76203,-73.92867,"{'type': 'Point', 'coordinates': [-73.92867, 40.76203]}",,,33-18     28 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4198201,Sedan,,,,
2019-08-03T00:00:00.000,15:20,MANHATTAN,10022,40.761127,-73.9732,"{'type': 'Point', 'coordinates': [-73.9732, 40.761127]}",,,553       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4199270,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2019-08-19T00:00:00.000,18:20,,,40.682285,-73.80805,"{'type': 'Point', 'coordinates': [-73.80805, 40.682285]}",LINDEN BOULEVARD                ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4191363,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-24T00:00:00.000,16:15,BROOKLYN,11233,40.671455,-73.91418,"{'type': 'Point', 'coordinates': [-73.91418, 40.671455]}",BOYLAND STREET                  ,PARK PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4195450,Bike,Station Wagon/Sport Utility Vehicle,,,
2019-08-15T00:00:00.000,12:22,MANHATTAN,10013,40.716278,-74.00454,"{'type': 'Point', 'coordinates': [-74.00454, 40.716278]}",BROADWAY                        ,WORTH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4190975,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-27T00:00:00.000,14:24,BROOKLYN,11234,40.61116,-73.92042,"{'type': 'Point', 'coordinates': [-73.92042, 40.61116]}",EAST 54 STREET                  ,AVENUE U,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4197311,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-24T00:00:00.000,18:00,BRONX,10474,40.813942,-73.890175,"{'type': 'Point', 'coordinates': [-73.890175, 40.813942]}",SPOFFORD AVENUE                 ,CASANOVA STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4194860,Sedan,,,,
2019-08-03T00:00:00.000,11:00,MANHATTAN,10028,40.776196,-73.949875,"{'type': 'Point', 'coordinates': [-73.949875, 40.776196]}",EAST 85 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4182550,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2019-08-12T00:00:00.000,17:20,BROOKLYN,11233,40.677338,-73.927536,"{'type': 'Point', 'coordinates': [-73.927536, 40.677338]}",ROCHESTER AVENUE                ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4191358,Sedan,Taxi,,,
2019-08-02T00:00:00.000,16:50,,,40.828114,-73.93107,"{'type': 'Point', 'coordinates': [-73.93107, 40.828114]}",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4186466,Sedan,,,,
2019-08-07T00:00:00.000,6:35,BROOKLYN,11228,40.617645,-74.00304,"{'type': 'Point', 'coordinates': [-74.00304, 40.617645]}",15 AVENUE                       ,BAY RIDGE PARKWAY,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4184270,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-24T00:00:00.000,15:30,BROOKLYN,11236,40.643482,-73.90958,"{'type': 'Point', 'coordinates': [-73.90958, 40.643482]}",,,1043      REMSEN AVENUE                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4193892,Sedan,Bike,,,
2019-08-18T00:00:00.000,15:50,BROOKLYN,11236,40.638165,-73.90476,"{'type': 'Point', 'coordinates': [-73.90476, 40.638165]}",,,8904      AVENUE J                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4192573,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-09T00:00:00.000,11:20,BRONX,10459,40.81969,-73.90161,"{'type': 'Point', 'coordinates': [-73.90161, 40.81969]}",WESTCHESTER AVENUE              ,EAST 160 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4185802,Station Wagon/Sport Utility Vehicle,,,,
2019-08-22T00:00:00.000,18:15,BROOKLYN,11249,40.706203,-73.96417,"{'type': 'Point', 'coordinates': [-73.96417, 40.706203]}",,,130       CLYMER STREET                 ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4193206,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-03T00:00:00.000,3:35,BROOKLYN,11229,40.593662,-73.95157,"{'type': 'Point', 'coordinates': [-73.95157, 40.593662]}",,,2350      EAST 19 STREET                ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4182944,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2019-08-17T00:00:00.000,15:00,,,40.857166,-73.92824,"{'type': 'Point', 'coordinates': [-73.92824, 40.857166]}",FORT GEORGE HILL                ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4191767,Sedan,,,,
2019-08-02T00:00:00.000,19:30,BROOKLYN,11233,40.676598,-73.915764,"{'type': 'Point', 'coordinates': [-73.915764, 40.676598]}",,,2146      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4184968,Station Wagon/Sport Utility Vehicle,,,,
2019-08-12T00:00:00.000,19:18,BROOKLYN,11204,40.615944,-73.97564,"{'type': 'Point', 'coordinates': [-73.97564, 40.615944]}",23 AVENUE                       ,59 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4187943,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-23T00:00:00.000,6:30,BROOKLYN,11235,40.582016,-73.95625,"{'type': 'Point', 'coordinates': [-73.95625, 40.582016]}",,,18        BRIGHTON 11 STREET            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4193277,Bus,Bus,,,
2019-08-26T00:00:00.000,15:57,BROOKLYN,11208,40.682037,-73.87788,"{'type': 'Point', 'coordinates': [-73.87788, 40.682037]}",LOGAN STREET                    ,FULTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4195467,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
2019-08-19T00:00:00.000,21:40,BROOKLYN,11236,40.64617,-73.89677,"{'type': 'Point', 'coordinates': [-73.89677, 40.64617]}",,,10204     FLATLANDS AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4193121,Sedan,Sedan,,,
2019-08-20T00:00:00.000,17:00,,,40.640625,-74.014984,"{'type': 'Point', 'coordinates': [-74.014984, 40.640625]}",58 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4191958,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-19T00:00:00.000,18:22,BRONX,10475,40.885315,-73.82726,"{'type': 'Point', 'coordinates': [-73.82726, 40.885315]}",,,3550      CONNER STREET                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4192261,Station Wagon/Sport Utility Vehicle,Stake or Rack,,,
2019-08-28T00:00:00.000,8:29,MANHATTAN,10065,40.766556,-73.96294,"{'type': 'Point', 'coordinates': [-73.96294, 40.766556]}",EAST 67 STREET                  ,3 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4195967,Station Wagon/Sport Utility Vehicle,,,,
2019-08-24T00:00:00.000,13:10,QUEENS,11106,40.75888,-73.93011,"{'type': 'Point', 'coordinates': [-73.93011, 40.75888]}",29 STREET                       ,35 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4194517,Sedan,Sedan,,,
2019-08-23T00:00:00.000,7:30,MANHATTAN,10065,40.764614,-73.95833,"{'type': 'Point', 'coordinates': [-73.95833, 40.764614]}",1 AVENUE                        ,EAST 67 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Failure to Yield Right-of-Way,,,,4194577,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-17T00:00:00.000,1:40,,,40.673588,-73.73351,"{'type': 'Point', 'coordinates': [-73.73351, 40.673588]}",BROOKVILLE BOULEVARD            ,MERRICK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4189839,Sedan,Sedan,,,
2019-08-16T00:00:00.000,15:04,,,,,,VERRAZANO BRIDGE UPPER          ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4189785,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-28T00:00:00.000,16:28,,,,,,SHERIDAN EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4196496,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-08T00:00:00.000,7:42,QUEENS,11103,40.75987,-73.91827,"{'type': 'Point', 'coordinates': [-73.91827, 40.75987]}",,,31-67     STEINWAY STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4186402,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-17T00:00:00.000,12:15,,,40.826275,-73.85971,"{'type': 'Point', 'coordinates': [-73.85971, 40.826275]}",BRUCKNER BOULEVARD              ,WHITE PLAINS ROAD,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4190342,Sedan,Sedan,,,
2019-08-11T00:00:00.000,1:06,,,40.73531,-73.91889,"{'type': 'Point', 'coordinates': [-73.91889, 40.73531]}",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4186817,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-19T00:00:00.000,11:30,QUEENS,11363,40.765705,-73.741264,"{'type': 'Point', 'coordinates': [-73.741264, 40.765705]}",NORTHERN BOULEVARD              ,245 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4191164,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-09T00:00:00.000,13:14,MANHATTAN,10001,40.74482,-73.98953,"{'type': 'Point', 'coordinates': [-73.98953, 40.74482]}",,,39        WEST 27 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4185872,Station Wagon/Sport Utility Vehicle,,,,
2019-08-16T00:00:00.000,12:45,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4193999,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-22T00:00:00.000,16:53,QUEENS,11422,40.657436,-73.746185,"{'type': 'Point', 'coordinates': [-73.746185, 40.657436]}",235 STREET                      ,147 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4196753,Sedan,Sedan,,,
